news_id|title
65f93a06d34f691bf5376bfc|버스 안에서 음란한 행동·음란물 시청 금지
65f93a06d34f691bf5376bfd|행안부 ‘부산 규제 해제 특별법’ 장담…‘총선 생색내기’ 급조 의심
65f93a06d34f691bf5376bfe|경기도 특화 사업, 가정 밖 청소년 지원 ‘자립두배통장’ 대상 확대
65f93a06d34f691bf5376bff|값 떨어질 기미 없는 ‘금사과’…못 팔고 못 산다
65f93a06d34f691bf5376c00|공영주차장 방치 차량 ‘견인’ 가능
65f93a06d34f691bf5376c01|60㎏ 모아도 5000원도 못 벌어…폐지 줍는 노인 ‘월수입 15만원’
65f93a06d34f691bf5376c02|이태원 참사 500일…재판 나온 김광호 전 서울경찰청장 “압사 예측 못해, 무죄”
65f93a06d34f691bf5376c03|방심위 ‘바이든-날리면’ 방송사 중징계 결정
65f93a06d34f691bf5376c04|학원에 모의고사 문제 주고 ‘수억대 뒷돈’…감사원, 교사 등 56명 적발해 수사 요청
65f93a06d34f691bf5376c05|노동시장 덮친 인구 감소…20대 고용보험 가입자 급감세
65f93a06d34f691bf5376c06|“치료 못 받아 전이된 암…정부·의료계 싸움에 중증환자 짓밟혀”
65f93a06d34f691bf5376c07|정부, 면허정지 사전통지…서울의대 교수들 “집단 사직서” 압박
65f93a06d34f691bf5376c08|‘집단 유급’ 우려 커지자…교육부, 의대협에 대화 요청
65f93a06d34f691bf5376c09|‘중병설’ 미들턴 영국 왕세자빈 “따뜻한 관심 감사” SNS 메시지
65f93a06d34f691bf5376c0a|배터리 업계 “위기가 기회”
65f93a06d34f691bf5376c0b|기아 EV9, 친환경 차 격전지 영국서 ‘올해의 차’ 선정
65f93a06d34f691bf5376c0c|LG이노텍, 재생에너지 20년 구매 ‘초대형’ 계약
65f93a06d34f691bf5376c0d|제2금융 대출 소상공인, 최대 150만원 이자 환급
65f93a06d34f691bf5376c0e|치솟는 농산물 가격, 식료품까지 끌어올려…물가 잡기 ‘비상등’
65f93a06d34f691bf5376c0f|‘만년 저평가’ 삼성생명 주가 ‘고공행진’ 왜?
65f93a06d34f691bf5376c10|도시가구 ‘허리띠’ 졸라맬 때 농어촌은 ‘등골’ 휘었다
65f93a06d34f691bf5376c11|5대 금융지주 사외이사들, 162건 통과될 동안 반대 ‘0표’
65f93a06d34f691bf5376c12|삼성그룹 상반기 공채 오늘 시작…전자·물산 포함 19개 계열사 참여
65f93a06d34f691bf5376c13|재건축, ‘안전’ 빼고 빠르게 가자는 정부·여당
65f93a06d34f691bf5376c14|하도급 대금 반으로 깎고 물품 강매…비엔에이치, ‘갑질’과징금 17억원
65f93a06d34f691bf5376c15|서울 아파트 매물 넉 달 만에 8만건대 회복…1년 만에 36% 늘었다
65f93a06d34f691bf5376c16|몸과 지구를 지키는 ‘1.5도’[찌릿찌릿(知it智it) 전기 교실]
65f93a06d34f691bf5376c17|두 발로 ‘초속 3.3m’…가장 빠른 로봇은 나
65f93a06d34f691bf5376c18|이것은 보통 무인기가 아니다, 생각하는 무인기다
65f93a06d34f691bf5376c19|마주칠까 겁나는 너…‘스치듯 안녕’하자
65f93a06d34f691bf5376c1a|가자에 해상 통한 구호품 전달 작전 시작…미 “임시 항구 건설”
65f93a06d34f691bf5376c1b|이틀 만이라도 바랐건만…라마단 전 휴전 무산
65f93a06d34f691bf5376c1c|“거리에 시신 나뒹굴어”…아이티 ‘갱단 폭력’ 최악 사태
65f93a06d34f691bf5376c1d|‘얼굴 없는 화가’ 뱅크시, 재판으로 정체 드러날까
65f93a06d34f691bf5376c1e|아일랜드 ‘성평등 개헌’ 국민투표 부결
65f93a06d34f691bf5376c1f|소득기준 없애자 난임 시술 지원 77% 증가
65f93a06d34f691bf5376c20|꽉 찬 도시락이 5000원…‘바가지’ 사라진 꽃축제, 상춘객은 ‘웃음꽃’ 만발
65f93a06d34f691bf5376c21|“‘너 페미야?’ 질문에 ‘넌 아니야?’ 당당히 되물을 수 있길”
65f93a06d34f691bf5376c22|코로나 백신 접종 후 사망…유족, 정부 상대 보상소송 패소
65f93a06d34f691bf5376c23|검찰 금융·증권 합수부 부활 효과, 범죄수익 ‘2조’ 추징보전
65f93a06d34f691bf5376c24|선거철마다 말만 요란한 저출생 공약…실제 법 개정 비율은 3%
65f93a06d34f691bf5376c25|‘전공의 블랙리스트’ 공개에 내부서도 “범죄행위” 비판
65f93a06d34f691bf5376c26|민주당, 이재명·이해찬·김부겸 ‘3인 공동선대위원장’ 체제 꾸린다
65f93a06d34f691bf5376c27|이낙연, 광주 광산을 출마 선언…“사라진 김대중 정신 살리겠다”
65f93a06d34f691bf5376c28|민주당 공천 마지막 뇌관 ‘강북을’…‘비명’ 박용진은 생존할까[총선 D-30]
65f93a06d34f691bf5376c29|한 달 전 여론조사, 총선까지 ‘안’ 가더라
65f93a06d34f691bf5376c2a|‘서울 캐스팅보트’ 마포~광진 총력[총선 D-30]
65f93a06d34f691bf5376c2b|가슴으로 마시고 사랑에 취하다[음담패설 飮啖稗說]
